Price,Area,City,No. of Bedrooms,Resale,24X7Security,CarParking,School,Hospital
3200000,1200,Hyderabad,3,1,0,0,0,0
10000000,2000,Hyderabad,3,1,0,0,0,0
6233000,1170,Hyderabad,2,1,0,0,0,0
2700000,682,Hyderabad,1,0,0,0,0,0
7498999,1245,Hyderabad,2,0,0,0,0,0
7500000,1530,Hyderabad,3,1,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
9000000,1390,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
9000000,1390,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
8000000,1282,Hyderabad,2,0,0,0,0,0
7100000,1214,Hyderabad,2,0,0,0,0,0
9000000,1390,Hyderabad,2,0,0,0,0,0
8000000,1392,Hyderabad,2,0,0,0,0,0
8000000,1392,Hyderabad,2,0,0,0,0,0
9000000,1390,Hyderabad,2,0,0,0,0,0
7998999,1282,Hyderabad,2,0,0,0,0,0
5800000,1020,Hyderabad,2,1,0,0,0,0
4800000,905,Hyderabad,2,0,0,0,0,0
11399999,1730,Hyderabad,3,0,0,0,0,0
12600000,1925,Hyderabad,3,0,0,0,0,0
12600000,1925,Hyderabad,3,0,0,0,0,0
12600000,1925,Hyderabad,3,0,0,0,0,0
9075000,1265,Hyderabad,2,0,0,0,0,0
6300000,1465,Hyderabad,3,0,0,0,0,0
4500000,1050,Hyderabad,2,0,0,0,0,0
9400000,1430,Hyderabad,2,0,0,0,0,0
9400000,1430,Hyderabad,2,0,0,0,0,0
9400000,1430,Hyderabad,2,0,0,0,0,0
9400000,1430,Hyderabad,2,0,0,0,0,0
8798000,1385,Hyderabad,2,0,0,0,0,0
8500000,1525,Hyderabad,3,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
10100000,1799,Hyderabad,3,0,0,0,0,0
9298000,1638,Hyderabad,3,0,0,0,0,0
9300000,1638,Hyderabad,3,0,0,0,0,0
9300000,1638,Hyderabad,3,0,0,0,0,0
10100000,1794,Hyderabad,3,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
9000000,1568,Hyderabad,3,0,0,0,0,0
10100000,1794,Hyderabad,3,0,0,0,0,0
6000000,1100,Hyderabad,2,1,0,0,0,0
21700000,3266,Hyderabad,3,0,0,0,0,0
5200000,1200,Hyderabad,2,1,0,0,0,0
6600000,1555,Hyderabad,3,0,0,0,0,0
4900000,1620,Hyderabad,3,0,0,0,0,0
3375000,1125,Hyderabad,1,0,0,0,0,0
3315000,1100,Hyderabad,1,0,0,0,0,0
4600000,1050,Hyderabad,2,0,0,0,0,0
3500000,1080,Hyderabad,2,0,0,0,0,0
7317000,1090,Hyderabad,2,0,0,0,0,0
6600000,1380,Hyderabad,3,0,0,0,0,0
11000000,1510,Hyderabad,3,0,0,0,0,0
9581000,1652,Hyderabad,3,0,1,1,0,0
26100000,3147,Hyderabad,4,0,1,1,0,0
25600000,3090,Hyderabad,4,0,1,1,0,0
25200000,3044,Hyderabad,4,0,1,1,0,0
17000000,2051,Hyderabad,3,0,1,1,0,0
29000000,3498,Hyderabad,4,0,1,1,0,0
25700000,3101,Hyderabad,4,0,1,1,0,0
25299999,3049,Hyderabad,4,0,1,1,0,0
14400000,1738,Hyderabad,3,0,1,1,0,0
11200000,1355,Hyderabad,2,0,1,1,0,0
11000000,1334,Hyderabad,2,0,1,1,0,0
11100000,1346,Hyderabad,2,0,1,1,0,0
11000000,1327,Hyderabad,2,0,1,1,0,0
9581000,1652,Hyderabad,3,0,1,1,0,0
9942000,1473,Hyderabad,2,0,1,1,0,0
17500000,2607,Hyderabad,3,0,1,1,0,0
18900000,2800,Hyderabad,3,0,1,1,0,0
14700000,2192,Hyderabad,3,0,1,1,0,0
19000000,2815,Hyderabad,3,0,1,1,0,0
16500000,2452,Hyderabad,3,0,1,1,0,0
14700000,2191,Hyderabad,3,0,1,1,0,0
18900000,2813,Hyderabad,3,0,1,1,0,0
8707000,1290,Hyderabad,2,0,1,1,0,0
8775000,1300,Hyderabad,2,0,1,1,0,0
9234000,1368,Hyderabad,2,0,1,1,0,0
8000000,1550,Hyderabad,3,0,0,1,1,1
6509999,1550,Hyderabad,3,0,0,0,0,0
23000000,2049,Hyderabad,4,0,1,1,0,0
29000000,3494,Hyderabad,4,0,1,1,0,0
11000000,1336,Hyderabad,2,0,1,1,0,0
12400000,1850,Hyderabad,3,0,1,1,0,0
10100000,1500,Hyderabad,2,0,1,1,0,0
7500000,1620,Hyderabad,3,0,0,0,0,0
6200000,1200,Hyderabad,2,1,0,1,0,0
17500000,2700,Hyderabad,3,1,0,0,0,0
29000000,3600,Hyderabad,4,1,0,0,0,0
8700000,1530,Hyderabad,3,0,0,0,0,0
6956999,1265,Hyderabad,2,0,0,1,0,0
6676000,1260,Hyderabad,2,0,1,1,0,0
9066000,1695,Hyderabad,3,0,1,1,0,0
9949000,1860,Hyderabad,3,0,1,1,0,0
7600000,1520,Hyderabad,3,0,1,1,0,0
8275000,1655,Hyderabad,3,0,1,1,0,0
8325000,1665,Hyderabad,3,0,1,1,0,0
9126000,1755,Hyderabad,3,0,1,1,0,0
8825000,1765,Hyderabad,3,0,1,1,0,0
10000000,1940,Hyderabad,3,0,1,1,0,0
7243000,1260,Hyderabad,2,0,1,1,0,0
11000000,1695,Hyderabad,3,0,1,1,0,0
10600000,1860,Hyderabad,3,0,1,1,0,0
5514000,1313,Hyderabad,2,0,0,0,0,0
5275000,1256,Hyderabad,2,0,0,0,0,0
4830000,1150,Hyderabad,2,0,0,0,0,0
12000000,1495,Hyderabad,3,0,0,1,0,0
12000000,1500,Hyderabad,3,0,0,1,0,0
13500000,1685,Hyderabad,3,0,0,1,0,0
10400000,1895,Hyderabad,3,0,0,1,0,0
14200000,1780,Hyderabad,3,0,0,1,0,0
14300000,1785,Hyderabad,3,0,0,1,0,0
6323000,1265,Hyderabad,2,0,1,1,0,0
6348000,1270,Hyderabad,2,0,1,1,0,0
7553000,1511,Hyderabad,2,0,1,1,0,0
6348000,1270,Hyderabad,3,0,1,1,0,0
8323000,1665,Hyderabad,3,0,1,1,0,0
7272000,1265,Hyderabad,2,0,1,1,0,0
7150000,1430,Hyderabad,3,0,1,1,0,0
8050000,1610,Hyderabad,3,0,1,1,0,0
6600000,1320,Hyderabad,3,0,1,1,0,0
7175000,1435,Hyderabad,3,0,1,1,0,0
7550000,1510,Hyderabad,3,0,1,1,0,0
7301000,1270,Hyderabad,2,0,1,1,0,0
8686000,1511,Hyderabad,2,0,1,1,0,0
7301000,1270,Hyderabad,3,0,1,1,0,0
9571000,1665,Hyderabad,3,0,1,1,0,0
5376000,1280,Hyderabad,2,0,0,0,0,0
5367000,1278,Hyderabad,2,0,0,0,0,0
5166000,1230,Hyderabad,2,0,0,0,0,0
6312000,1503,Hyderabad,3,0,0,0,0,0
6656999,1585,Hyderabad,3,0,0,0,0,0
4993000,1189,Hyderabad,2,0,0,0,0,0
5077000,1209,Hyderabad,2,0,0,0,0,0
5371000,1279,Hyderabad,2,0,0,0,0,0
5506000,1311,Hyderabad,2,0,0,0,0,0
5901000,1405,Hyderabad,3,0,0,0,0,0
6279000,1495,Hyderabad,3,0,0,0,0,0
8202000,1953,Hyderabad,3,0,0,0,0,0
6833000,1627,Hyderabad,3,0,0,0,0,0
7467000,1778,Hyderabad,3,0,0,0,0,0
8273999,1970,Hyderabad,3,0,0,0,0,0
7980000,1900,Hyderabad,3,0,0,0,0,0
8278000,1971,Hyderabad,3,0,0,0,0,0
7753000,1846,Hyderabad,3,0,0,0,0,0
7576000,1804,Hyderabad,3,0,0,0,0,0
6509999,1550,Hyderabad,3,0,0,0,0,0
6547000,1559,Hyderabad,3,0,0,0,0,0
6841000,1629,Hyderabad,3,0,0,0,0,0
7358000,1752,Hyderabad,3,0,0,0,0,0
7593000,1808,Hyderabad,3,0,0,0,0,0
8341000,1986,Hyderabad,3,0,0,0,0,0
6741000,1605,Hyderabad,3,0,0,0,0,0
7203000,1715,Hyderabad,3,0,0,0,0,0
7669000,1826,Hyderabad,3,0,0,0,0,0
8379000,1995,Hyderabad,3,0,0,0,0,0
8383000,1996,Hyderabad,3,0,0,0,0,0
10200000,1655,Hyderabad,3,0,1,1,0,0
4284000,1020,Hyderabad,2,0,0,0,0,0
4640000,1160,Hyderabad,2,0,0,0,0,0
59600000,5200,Hyderabad,3,0,1,1,1,1
12500000,2250,Hyderabad,3,0,0,0,0,0
4640000,1160,Hyderabad,2,0,0,0,0,0
12600000,1990,Hyderabad,3,1,1,1,0,0
6340000,1585,Hyderabad,3,0,0,0,0,0
4660000,1165,Hyderabad,2,0,0,0,0,0
2200000,550,Hyderabad,1,0,0,0,0,0
2200000,550,Hyderabad,1,0,0,0,0,0
5500000,1260,Hyderabad,2,0,0,0,0,0
3700000,1105,Hyderabad,2,0,0,0,0,0
3700000,1105,Hyderabad,2,0,0,0,0,0
14500000,2080,Hyderabad,3,1,1,1,0,0
4993000,1235,Hyderabad,2,0,1,1,0,0
17000000,2260,Hyderabad,3,0,1,1,0,0
15000000,2015,Hyderabad,3,0,1,1,0,0
15000000,2015,Hyderabad,3,0,1,1,0,0
12000000,1700,Hyderabad,3,0,1,1,0,0
9300000,1265,Hyderabad,2,0,1,1,0,0
45000000,4650,Hyderabad,4,1,1,1,1,1
13700000,1742,Hyderabad,3,1,0,0,0,0
12500000,2300,Hyderabad,3,1,1,1,1,1
3700000,1110,Hyderabad,2,0,0,0,0,0
4300000,1110,Hyderabad,2,0,0,0,0,0
4800000,1050,Hyderabad,2,0,0,0,0,0
4850000,1050,Hyderabad,2,0,0,0,0,0
8426000,1505,Hyderabad,3,0,0,0,0,0
11299999,2026,Hyderabad,3,0,1,1,0,0
8000000,1640,Hyderabad,3,0,0,0,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
10500000,1880,Hyderabad,3,0,1,1,0,0
8200000,1216,Hyderabad,2,0,1,1,0,0
11500000,2026,Hyderabad,3,0,1,1,0,0
6340000,1585,Hyderabad,3,0,0,0,0,0
15000000,2015,Hyderabad,3,0,1,1,0,0
19000000,2500,Hyderabad,3,0,1,1,0,0
13000000,2771,Hyderabad,4,0,1,1,0,0
16900000,1895,Hyderabad,3,0,1,1,0,0
14900000,1500,Hyderabad,3,0,1,1,0,0
26900000,2595,Hyderabad,4,1,1,1,0,0
23000000,2250,Hyderabad,3,1,1,1,0,0
14400000,2060,Hyderabad,3,1,0,0,0,0
17600000,1880,Hyderabad,3,1,1,1,0,0
9500000,1620,Hyderabad,3,0,0,0,0,0
9499000,1620,Hyderabad,3,0,0,0,0,0
23000000,2250,Hyderabad,3,1,1,1,0,0
14400000,2060,Hyderabad,3,1,0,0,0,0
9728000,1390,Hyderabad,3,0,0,0,0,0
6623000,1255,Hyderabad,2,0,0,0,0,0
12300000,2285,Hyderabad,3,0,0,0,0,0
17600000,1993,Hyderabad,3,1,0,0,0,0
12300000,2282,Hyderabad,3,0,0,0,0,0
9254000,1384,Hyderabad,3,0,0,0,0,0
10500000,1880,Hyderabad,3,0,0,0,0,0
11100000,1874,Hyderabad,3,0,1,1,0,0
4660000,1165,Hyderabad,2,0,0,0,0,0
8500000,2000,Hyderabad,3,0,1,1,0,0
7280000,1820,Hyderabad,3,0,0,0,0,0
35000000,4160,Hyderabad,4,0,1,1,1,1
5300000,1020,Hyderabad,2,1,0,0,0,0
5720000,1430,Hyderabad,3,0,0,0,0,0
9000000,1360,Hyderabad,2,0,1,1,0,0
3600000,1125,Hyderabad,2,0,1,1,0,0
5720000,1430,Hyderabad,3,0,0,0,0,0
23000000,3044,Hyderabad,4,0,1,1,0,0
23000000,3101,Hyderabad,4,0,1,1,0,0
23600000,3147,Hyderabad,4,0,1,1,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
3800000,1139,Hyderabad,2,0,1,1,0,0
8800000,1560,Hyderabad,3,0,0,0,0,0
10200000,1880,Hyderabad,3,0,1,1,0,0
9278000,1687,Hyderabad,3,0,1,1,0,0
2800000,770,Hyderabad,2,1,1,1,0,0
6800000,1257,Hyderabad,2,1,0,0,0,0
11100000,2225,Hyderabad,3,0,1,0,0,0
10800000,2170,Hyderabad,3,0,1,0,0,0
7125000,1425,Hyderabad,2,0,1,0,0,0
10100000,2025,Hyderabad,3,0,1,0,0,0
7755000,1410,Hyderabad,2,0,0,1,0,0
11800000,2160,Hyderabad,3,0,0,1,0,0
10400000,1905,Hyderabad,3,0,0,1,0,0
14600000,2665,Hyderabad,3,0,0,1,0,0
13200000,2400,Hyderabad,3,0,0,1,0,0
7672000,1395,Hyderabad,2,0,0,1,0,0
12600000,1945,Hyderabad,3,0,1,0,0,0
12600000,1945,Hyderabad,3,0,1,0,0,0
12600000,1945,Hyderabad,3,0,1,0,0,0
10900000,1680,Hyderabad,3,0,1,0,0,0
10900000,1680,Hyderabad,3,0,0,0,0,0
8255000,1270,Hyderabad,2,0,1,0,0,0
8255000,1270,Hyderabad,2,0,1,0,0,0
8255000,1270,Hyderabad,2,0,1,0,0,0
9620000,1480,Hyderabad,3,0,1,0,0,0
9900000,3000,Hyderabad,4,1,1,1,1,1
4800000,1225,Hyderabad,2,0,1,1,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
7900000,1525,Hyderabad,3,0,1,1,1,1
5692000,1265,Hyderabad,2,0,0,0,0,0
10500000,1640,Hyderabad,3,1,1,1,1,1
8900000,1360,Hyderabad,2,0,1,1,0,0
8600000,1560,Hyderabad,3,0,0,0,0,0
11399999,2026,Hyderabad,3,0,1,1,0,0
4161999,1125,Hyderabad,2,0,1,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
3300000,950,Hyderabad,2,1,1,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
7280000,1820,Hyderabad,3,0,0,0,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
9000000,1366,Hyderabad,2,0,1,1,0,0
4300000,1146,Hyderabad,2,0,0,0,0,0
9400000,1441,Hyderabad,2,0,1,1,0,0
8900000,1360,Hyderabad,2,0,1,1,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
2850000,1000,Hyderabad,2,1,0,0,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
11299999,2026,Hyderabad,3,0,1,1,0,0
10500000,1880,Hyderabad,3,0,1,1,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
7280000,1820,Hyderabad,3,0,0,0,0,0
3600000,1125,Hyderabad,2,1,0,0,0,0
8383000,1950,Hyderabad,3,0,0,0,0,0
8387000,1951,Hyderabad,3,0,0,0,0,0
8387000,1951,Hyderabad,3,0,0,0,0,0
9400000,1441,Hyderabad,2,0,1,1,0,0
10500000,1700,Hyderabad,3,0,1,1,0,0
10500000,1700,Hyderabad,3,0,1,1,0,0
10500000,1700,Hyderabad,3,0,1,1,0,0
10500000,1700,Hyderabad,3,0,1,1,0,0
8400000,1279,Hyderabad,2,0,1,1,0,0
8200000,1570,Hyderabad,3,0,0,0,0,0
4600000,1215,Hyderabad,2,0,1,1,0,0
4300000,1050,Hyderabad,2,1,1,1,0,0
8800000,1260,Hyderabad,3,1,1,1,1,0
6900000,1515,Hyderabad,3,0,0,1,0,0
4810000,1300,Hyderabad,3,0,1,1,0,0
10500000,1700,Hyderabad,3,0,1,1,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
8400000,1274,Hyderabad,2,0,1,1,0,0
8400000,1274,Hyderabad,2,0,1,1,0,0
7980000,1400,Hyderabad,3,0,0,0,0,0
6500000,1621,Hyderabad,3,1,0,0,0,0
10200000,1800,Hyderabad,3,0,0,0,0,0
4800000,1200,Hyderabad,2,0,0,0,0,0
4099000,1400,Hyderabad,3,0,0,0,0,0
4800000,1200,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4239000,1175,Hyderabad,2,0,0,0,0,0
4500000,1128,Hyderabad,3,0,1,1,0,0
7000000,1150,Hyderabad,2,0,0,0,0,0
11299999,2026,Hyderabad,3,0,1,1,0,0
10500000,1880,Hyderabad,3,0,1,1,0,0
10200000,1880,Hyderabad,3,0,1,1,0,0
4000000,1350,Hyderabad,3,1,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
23000000,3090,Hyderabad,4,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
4940000,1235,Hyderabad,2,0,0,0,0,0
6800000,1515,Hyderabad,3,0,0,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
7500000,1700,Hyderabad,3,1,0,1,0,0
3500000,960,Hyderabad,3,1,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
4239000,1175,Hyderabad,2,0,0,0,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
4239000,1175,Hyderabad,2,0,0,0,0,0
7000000,1370,Hyderabad,2,0,0,0,0,0
8000000,1216,Hyderabad,2,0,1,1,0,0
9000000,1366,Hyderabad,2,0,1,1,0,0
8000000,1216,Hyderabad,2,0,1,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
11299999,2026,Hyderabad,3,0,1,1,0,0
8000000,1570,Hyderabad,3,0,0,0,0,0
8383000,1950,Hyderabad,3,0,0,0,0,0
6786000,1170,Hyderabad,2,0,0,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6323000,1471,Hyderabad,2,0,0,0,0,0
6319000,1470,Hyderabad,2,0,0,0,0,0
6319000,1470,Hyderabad,2,0,0,0,0,0
8404000,1955,Hyderabad,3,0,0,0,0,0
4500000,1000,Hyderabad,2,1,1,1,0,0
6000000,1515,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,1,1,0,0
8400000,1274,Hyderabad,2,0,1,1,0,0
40000000,2865,Hyderabad,4,1,1,1,0,0
7317000,1090,Hyderabad,2,0,1,1,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6500000,950,Hyderabad,2,1,0,0,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
10500000,1880,Hyderabad,3,0,1,1,0,0
15500000,2220,Hyderabad,3,0,1,1,0,0
9120000,1600,Hyderabad,3,0,0,0,0,0
4804000,1201,Hyderabad,2,0,0,0,0,0
5000000,1150,Hyderabad,2,1,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4600000,1050,Hyderabad,2,0,1,1,0,0
6600000,1555,Hyderabad,3,0,1,1,0,0
11200000,2026,Hyderabad,3,0,1,1,0,0
10200000,1880,Hyderabad,3,0,1,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
21000000,2380,Hyderabad,3,0,1,1,1,1
6000000,1402,Hyderabad,3,1,1,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
4500000,1120,Hyderabad,3,0,1,1,0,0
8400000,1279,Hyderabad,2,0,1,1,0,0
8400000,1274,Hyderabad,2,0,1,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
8000000,1650,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
8000000,1650,Hyderabad,3,0,0,0,0,0
9447000,1687,Hyderabad,3,0,1,1,0,0
3500000,800,Hyderabad,2,1,0,0,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
9500000,1441,Hyderabad,2,0,1,1,0,0
4070000,1100,Hyderabad,2,0,1,1,0,0
13700000,2150,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
6000000,1515,Hyderabad,3,0,1,1,0,0
6000000,1515,Hyderabad,3,0,0,1,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
2300000,600,Hyderabad,1,1,0,0,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
16000000,1880,Hyderabad,3,0,1,1,0,0
8900000,1360,Hyderabad,2,0,1,1,0,0
8000000,1216,Hyderabad,2,0,1,1,0,0
8766000,1538,Hyderabad,3,0,1,1,0,0
10700000,1920,Hyderabad,3,0,1,1,0,0
8573000,1190,Hyderabad,2,0,1,1,0,0
18400000,2925,Hyderabad,4,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
12400000,2150,Hyderabad,3,0,1,0,0,0
11200000,1695,Hyderabad,3,0,1,1,0,0
5999000,2700,Hyderabad,2,0,0,0,0,0
6000000,1250,Hyderabad,2,0,0,0,0,0
5600000,1100,Hyderabad,2,0,1,1,0,0
3510000,1003,Hyderabad,2,0,0,0,0,0
2800000,1400,Hyderabad,3,0,0,0,0,0
2800000,1400,Hyderabad,3,0,0,0,0,0
21000000,5000,Hyderabad,6,0,0,1,0,0
3500000,850,Hyderabad,2,1,0,0,0,0
8000000,1800,Hyderabad,3,1,0,1,0,0
5187000,1235,Hyderabad,2,0,1,1,0,0
6000000,1515,Hyderabad,2,0,0,1,0,0
2700000,750,Hyderabad,2,1,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4000000,900,Hyderabad,2,1,1,1,0,0
35000000,3300,Hyderabad,4,1,1,1,1,1
8000000,1538,Hyderabad,3,0,1,1,0,0
6800000,1195,Hyderabad,2,1,0,0,0,0
4179999,1100,Hyderabad,2,0,1,1,1,1
8200000,1650,Hyderabad,3,0,1,1,0,0
8200000,1650,Hyderabad,3,0,1,1,0,0
4856000,1214,Hyderabad,2,0,1,1,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
4236000,1175,Hyderabad,2,0,0,0,0,0
5654000,1028,Hyderabad,2,0,0,1,0,0
4000000,1350,Hyderabad,3,0,0,0,0,0
3700000,1050,Hyderabad,2,0,1,1,0,0
5600000,1300,Hyderabad,3,0,0,0,0,0
3750000,1500,Hyderabad,3,0,0,0,0,0
3500000,1400,Hyderabad,3,0,0,0,0,0
4700000,1130,Hyderabad,2,0,0,0,0,0
4600000,1500,Hyderabad,3,1,1,1,1,1
30000000,3000,Hyderabad,3,0,1,1,1,1
8100000,1650,Hyderabad,3,0,1,1,0,0
29000000,3498,Hyderabad,4,0,1,1,0,0
5500000,1100,Hyderabad,3,1,0,0,0,0
4680000,1200,Hyderabad,2,0,1,1,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
8800000,1620,Hyderabad,3,0,1,1,1,0
4200000,1100,Hyderabad,2,0,0,1,0,0
5061000,1205,Hyderabad,2,0,0,1,0,0
4600000,1180,Hyderabad,2,0,0,1,0,0
10900000,1591,Hyderabad,3,0,1,1,0,0
11000000,1441,Hyderabad,2,1,0,1,0,0
3148000,1050,Hyderabad,2,0,1,1,0,0
6325000,1665,Hyderabad,3,0,1,1,0,0
4748000,1250,Hyderabad,2,0,1,1,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
5652000,1256,Hyderabad,2,0,1,1,0,0
4680000,1200,Hyderabad,2,0,1,1,0,0
38700000,4320,Hyderabad,4,0,1,1,0,0
10000000,1735,Hyderabad,3,0,1,0,0,0
6500000,1150,Hyderabad,2,1,1,1,0,0
12400000,1500,Hyderabad,3,0,1,1,0,0
4230000,1175,Hyderabad,2,0,0,0,0,0
7800000,1507,Hyderabad,3,0,1,1,0,0
8000000,1412,Hyderabad,3,0,1,1,0,0
12500000,2160,Hyderabad,3,0,1,1,0,0
10000000,1500,Hyderabad,3,1,1,1,0,0
3500000,1050,Hyderabad,2,1,1,1,1,1
2310000,550,Hyderabad,1,0,1,1,0,0
7554000,1220,Hyderabad,2,0,1,1,0,0
4542000,1010,Hyderabad,2,0,1,1,0,0
7098999,1090,Hyderabad,2,0,1,1,0,0
6931000,1555,Hyderabad,3,0,1,1,0,0
11399999,1885,Hyderabad,3,0,1,1,0,0
11100000,1730,Hyderabad,3,0,1,1,0,0
4158000,1155,Hyderabad,2,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
40000000,5000,Hyderabad,3,1,1,1,0,0
2500000,600,Hyderabad,1,1,1,0,0,0
10500000,1600,Hyderabad,3,1,1,1,0,0
19300000,2800,Hyderabad,3,0,1,1,0,0
16500000,2405,Hyderabad,3,0,1,1,0,0
2500000,1000,Hyderabad,2,0,0,0,0,0
3500000,1400,Hyderabad,3,0,0,0,0,0
5600000,1330,Hyderabad,3,0,0,0,0,0
3500000,1000,Hyderabad,3,0,0,0,0,0
27000000,3350,Hyderabad,4,1,1,1,0,0
9291000,1630,Hyderabad,3,0,1,1,0,0
8150000,1650,Hyderabad,3,0,1,1,0,0
42900000,3350,Hyderabad,4,0,1,1,0,0
6000000,1250,Hyderabad,2,0,1,1,1,0
4700000,1055,Hyderabad,2,0,1,1,0,0
4403000,1190,Hyderabad,2,0,0,1,0,0
2200000,550,Hyderabad,1,0,1,1,0,0
4304000,1076,Hyderabad,2,0,0,0,0,0
3732000,933,Hyderabad,2,0,0,0,0,0
4104000,1026,Hyderabad,2,0,0,0,0,0
3928000,982,Hyderabad,2,0,0,0,0,0
9100000,1792,Hyderabad,3,0,1,1,0,0
29000000,3498,Hyderabad,4,0,1,1,0,0
4389000,1155,Hyderabad,2,0,0,0,0,0
13700000,2771,Hyderabad,4,0,1,1,0,0
9974000,1480,Hyderabad,3,0,1,1,0,0
20000000,2250,Hyderabad,3,1,1,1,0,0
3000000,700,Hyderabad,2,1,1,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4158000,1155,Hyderabad,2,0,0,0,0,0
4239000,1175,Hyderabad,2,0,0,0,0,0
11000000,1715,Hyderabad,3,1,1,1,0,0
4950000,1100,Hyderabad,2,0,1,1,0,0
21000000,2380,Hyderabad,3,0,1,1,0,0
6006000,1430,Hyderabad,3,0,1,1,0,0
2116000,1008,Hyderabad,2,0,1,1,1,1
4800000,1225,Hyderabad,2,0,1,1,0,0
4236000,1175,Hyderabad,3,0,0,0,0,0
9638000,1580,Hyderabad,3,0,1,1,0,0
7000000,1170,Hyderabad,2,0,0,0,0,0
4100000,1055,Hyderabad,2,0,0,0,0,0
8400000,1216,Hyderabad,2,0,1,1,0,0
40700000,4799,Hyderabad,4,1,1,1,1,0
14900000,1780,Hyderabad,3,0,0,1,0,0
